Sentence,True Sentiment,Predicted Sentiment,Model Confidence
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .@positive,,positive sentiment,0.9944813251495361
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .@positive",,positive sentiment,0.9893325567245483
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .@positive",,positive sentiment,0.9998751282691956
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .@neutral",,neutral sentiment,0.999761164188385
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .@positive",,positive sentiment,0.9998732805252075
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .@neutral",,neutral sentiment,0.9997982382774353
"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .@neutral",,neutral sentiment,0.9996838569641113
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .@negative",,negative sentiment,0.9998321533203125
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .@negative,,negative sentiment,0.9998331069946289
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .@positive,,positive sentiment,0.9997952580451965
"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .@negative",,negative sentiment,0.9984637498855591
"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .@neutral",,neutral sentiment,0.9998210072517395
"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .@neutral",,neutral sentiment,0.999588668346405
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .@neutral",,neutral sentiment,0.9992641806602478
The total value of the deal is USD 29mn .@neutral,,neutral sentiment,0.9998443126678467
The volumes are expected to increase during the next few years .@positive,,positive sentiment,0.999690592288971
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .@positive",,positive sentiment,0.9998517036437988
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .@neutral,,neutral sentiment,0.9998319149017334
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .@negative,,negative sentiment,0.9998495578765869
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .@positive,,positive sentiment,0.9998155832290649
Currency conversions are based on exchange rates at the time of the deal .@neutral,,neutral sentiment,0.9996365308761597
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .@neutral",,neutral sentiment,0.9997344613075256
The cooperation will double The Switch 's converter capacity .@positive,,positive sentiment,0.9997861385345459
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .@neutral,,neutral sentiment,0.9998337030410767
The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .@neutral,,neutral sentiment,0.9985918998718262
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .@neutral",,neutral sentiment,0.9998456239700317
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .@negative",,negative sentiment,0.9998155832290649
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .@negative,,negative sentiment,0.9998844265937805
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .@positive",,positive sentiment,0.9878895878791809
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .@negative",,negative sentiment,0.9998454451560974
"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .@negative",,negative sentiment,0.999796450138092
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .@positive",,positive sentiment,0.999695897102356
"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .@positive",,positive sentiment,0.9996181726455688
"This truly takes efficiency to new heights , '' Mr. Metso adds .@positive",,positive sentiment,0.9998147487640381
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .@positive,,positive sentiment,0.9998759627342224
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news@neutral",,neutral sentiment,0.999792218208313
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .@neutral",,neutral sentiment,0.9998154044151306
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .@neutral,,neutral sentiment,0.9996208548545837
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .@neutral",,neutral sentiment,0.999725341796875
"When this investment is in place , Atria plans to expand into the Moscow market .@neutral",,neutral sentiment,0.9993889331817627
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .@positive,,positive sentiment,0.99985271692276
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .@negative",,negative sentiment,0.9997491240501404
Ramirent is a leading company in machinery and equipment rentals for construction and industry .@positive,,positive sentiment,0.9977188110351562
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .@positive",,positive sentiment,0.9921165704727173
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .@positive",,positive sentiment,0.9991444945335388
The increase range will vary up to 10 % .@neutral,,neutral sentiment,0.9996070861816406
The chain is to unite 45-50 centres by the end of 2008 .@neutral,,neutral sentiment,0.9996669888496399
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .@neutral",,neutral sentiment,0.9998395442962646
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .@neutral",,neutral sentiment,0.9403438568115234
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .@positive,,positive sentiment,0.9997018575668335
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .@negative,,negative sentiment,0.9998404383659363
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .@positive",,positive sentiment,0.999874472618103
"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .@neutral",,neutral sentiment,0.9963275790214539
It has several innovative small molecule and biological drug candidates at different stages of clinical development .@neutral,,neutral sentiment,0.9997260570526123
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .@neutral",,neutral sentiment,0.9998589754104614
Our tools are specifically designed with the needs of both the business users and ICT experts in mind .@neutral,,neutral sentiment,0.9997794032096863
It inspects the companys strategic strengths and weaknesses .@neutral,,neutral sentiment,0.9997031688690186
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .@neutral",,neutral sentiment,0.9998481869697571
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .@neutral",,neutral sentiment,0.9998082518577576
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .@negative",,negative sentiment,0.9998124241828918
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .@neutral",,neutral sentiment,0.9998686909675598
A spokeswoman for the Italian fashion house declined comment on the settlement .@neutral,,neutral sentiment,0.9988556504249573
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .@positive",,positive sentiment,0.9899077415466309
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .@positive,,positive sentiment,0.9954617023468018
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .@neutral,,neutral sentiment,0.9997498393058777
"This could be any of us at any time , '' she said .@neutral",,neutral sentiment,0.9997119903564453
Satama and Trainers ' House will remain as names and independent brands of the business areas .@neutral,,neutral sentiment,0.9997498393058777
The Board of Directors was authorized to decide on other terms of the share issue .@neutral,,neutral sentiment,0.9998524188995361
An Apple spokeswoman said the company declined to comment .@neutral,,neutral sentiment,0.9997432827949524
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .@neutral,,neutral sentiment,0.9997228980064392
EPS dropped to EUR0 .2 from EUR0 .3 .@negative,,negative sentiment,0.9998488426208496
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .@neutral,,neutral sentiment,0.9997760653495789
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .@negative,,negative sentiment,0.9998500347137451
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .@positive,,positive sentiment,0.9997473359107971
Central Europe is an important market area for Honka .@neutral,,neutral sentiment,0.9998055696487427
"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .@neutral",,neutral sentiment,0.999347448348999
"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .@neutral",,neutral sentiment,0.9996673464775085
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .@neutral",,neutral sentiment,0.9998235106468201
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .@neutral",,neutral sentiment,0.9991461038589478
It is now the leading private road ambulance service company in Finland .@positive,,positive sentiment,0.9997650980949402
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .@neutral",,neutral sentiment,0.9998558759689331
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .@neutral,,neutral sentiment,0.9998852610588074
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .@positive",,positive sentiment,0.9972642660140991
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .@neutral",,neutral sentiment,0.9997976422309875
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .@positive",,positive sentiment,0.9998790621757507
"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .@neutral",,neutral sentiment,0.9997237920761108
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .@positive",,positive sentiment,0.999859631061554
The StoneGate product is centrally manageable and suited for both physical and virtual environments .@neutral,,neutral sentiment,0.9998109340667725
